Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,Policy Duration Days,Policy Duration Category,Active Policy Flag,Name,Gender,Age,Occupation,Marital Status,"Address (City, State, Zip Code)",Age Bucket,Married Flag,Senior Citizen Flag,Customer Segment,Agent ID,Renewal Status,Policy Discounts,Risk Score,High_Risk_Flag,Risk Category,High Risk Flag,Renewal Segment
POL96919228,Auto,234987,1091.57,2021-07-01,2024-02-18,Quarterly,Terminated,CUST61552560,962,Medium Term,0,Shaun Stuart,Female,30,Meteorologist,Widowed,"Port Davidfurt, Maryland, 49078",26-35,0,0,Young Adult,AGT70998152,Not Renewed,36,14,0,Low Risk,0,Churned
POL33693707,Life,96347,1026.62,2015-09-07,2019-07-29,Annually,Terminated,CUST04837076,1421,Long Term,0,Kyle Gross,Female,42,Sports therapist,Widowed,"North Michellefurt, Montana, 37592",36-45,0,0,Middle Age,AGT00146313,Renewed,47,13,0,Low Risk,0,Loyal
POL81185546,Auto,419914,1703.82,2021-04-30,2027-05-06,Monthly,Active,CUST40947181,2197,Long Term,1,Wendy Blackburn,Female,19,Hydrographic surveyor,Divorced,"Smithhaven, Washington, 51773",18-25,0,0,Young Adult,AGT85883649,Not Renewed,31,60,0,Medium Risk,0,Churned
POL05429840,Property,452687,643.69,2022-09-28,2031-07-14,Monthly,Lapsed,CUST85912220,3211,Long Term,0,Tyler Floyd,Male,35,"Scientist, audiological",Divorced,"Port Mindyfurt, Montana, 88164",26-35,0,0,Middle Age,AGT80475476,Pending,37,68,0,High Risk,0,At Risk
POL50110641,Health,134899,1525.26,2018-09-05,2027-10-14,Annually,Lapsed,CUST36291804,3326,Long Term,0,Brandon Chavez,Other,85,"Surveyor, building",Widowed,"Rhondaborough, Georgia, 09268",56+,0,1,Senior Adult,AGT44979089,Not Renewed,28,79,1,High Risk,1,Churned
POL71744441,Property,45719,1178.85,2024-01-19,2026-09-14,Quarterly,Active,CUST56686028,969,Medium Term,1,Amanda Schultz,Male,49,"Embryologist, clinical",Single,"Brianburgh, Iowa, 80557",46-55,0,0,Middle Age,AGT66467932,Not Renewed,5,90,1,High Risk,1,Churned
POL80794764,Life,416921,850.4,2022-06-12,2023-07-11,Monthly,Lapsed,CUST78396108,394,Medium Term,0,Michele Duncan,Other,36,"Clinical scientist, histocompatibility and immunogenetics",Single,"South James, Kansas, 85203",36-45,0,0,Middle Age,AGT71923800,Renewed,22,36,0,Medium Risk,0,Loyal
POL64700295,Health,190977,613.68,2023-01-13,2027-04-05,Monthly,Lapsed,CUST26099440,1543,Long Term,0,Cheryl Blankenship,Other,46,Records manager,Married,"North Bradley, Minnesota, 20999",46-55,1,0,Middle Age,AGT17394553,Pending,21,3,0,Low Risk,0,At Risk
POL98412521,Auto,403628,1501.08,2022-01-17,2026-04-12,Annually,Terminated,CUST08493059,1546,Long Term,0,Dalton Cox,Other,27,Editorial assistant,Married,"Lindabury, Maryland, 25927",26-35,1,0,Young Adult,AGT98734146,Not Renewed,42,37,0,Medium Risk,0,Churned
POL23491107,Auto,212209,627.53,2016-03-11,2025-10-20,Annually,Active,CUST83363685,3510,Long Term,1,Jennifer Flores,Female,30,Consulting civil engineer,Single,"West Bryan, California, 09410",26-35,0,0,Young Adult,AGT90931380,Pending,18,18,0,Low Risk,0,At Risk
POL97266170,Property,249169,934.44,2018-12-07,2028-10-30,Annually,Active,CUST55627676,3615,Long Term,1,Eric Smith,Other,34,"Pilot, airline",Single,"Garciamouth, Arizona, 84208",26-35,0,0,Middle Age,AGT62253770,Renewed,16,84,1,High Risk,1,Loyal
POL60046834,Auto,466708,1627.2,2017-07-13,2023-04-24,Annually,Active,CUST51111317,2111,Long Term,1,Sherri Jarvis,Other,36,Operations geologist,Widowed,"Deanmouth, Kansas, 15973",36-45,0,0,Middle Age,AGT66575714,Renewed,26,18,0,Low Risk,0,Loyal
POL72656147,Health,158303,844.36,2020-01-28,2024-06-30,Quarterly,Lapsed,CUST30357576,1615,Long Term,0,Colton Hernandez,Other,84,English as a foreign language teacher,Widowed,"Ashleyfort, Florida, 07204",56+,0,1,Senior Adult,AGT21623920,Not Renewed,46,8,0,Low Risk,0,Churned
POL74554228,Property,452312,1106.4,2024-10-03,2030-01-03,Quarterly,Active,CUST11612855,1918,Long Term,1,Michael Sampson,Male,83,"Horticulturist, commercial",Widowed,"East Angelabury, West Virginia, 12960",56+,0,1,Senior Adult,AGT34856076,Not Renewed,7,81,1,High Risk,1,Churned
POL98054081,Property,48573,1392.21,2022-12-17,2026-05-16,Monthly,Active,CUST60824429,1246,Long Term,1,Julia Stokes,Female,63,Chief Marketing Officer,Single,"Mooreside, Washington, 97094",56+,0,1,Senior Adult,AGT43555473,Renewed,42,3,0,Low Risk,0,Loyal
POL35020187,Life,466169,1358.37,2019-11-29,2029-10-06,Annually,Lapsed,CUST02991127,3599,Long Term,0,Scott Morales,Female,75,Best boy,Single,"Brianview, South Dakota, 60761",56+,0,1,Senior Adult,AGT85093159,Renewed,40,36,0,Medium Risk,0,Loyal
POL44308362,Property,303516,1158.86,2023-06-10,2033-05-31,Monthly,Active,CUST93992111,3643,Long Term,1,Justin Baldwin,Female,48,"Engineer, manufacturing",Married,"East Amandatown, Illinois, 53066",46-55,1,0,Middle Age,AGT80474616,Renewed,27,63,0,High Risk,0,Loyal
POL68261547,Health,410536,633.68,2023-04-11,2028-05-07,Quarterly,Active,CUST19108691,1853,Long Term,1,Lindsay Cummings,Other,60,Community education officer,Divorced,"Jonesfort, Georgia, 52585",56+,0,1,Senior Adult,AGT28171168,Not Renewed,50,41,0,Medium Risk,0,Churned
POL26905808,Property,141609,196.74,2021-05-24,2022-07-30,Quarterly,Terminated,CUST78462039,432,Medium Term,0,Yolanda Foster,Male,43,Personal assistant,Widowed,"West Allisonland, Montana, 03615",36-45,0,0,Middle Age,AGT07617950,Not Renewed,17,94,1,High Risk,1,Churned
POL86166507,Life,214776,253.68,2016-04-08,2019-09-03,Quarterly,Lapsed,CUST13689205,1243,Long Term,0,Melody Thompson,Male,28,Theme park manager,Widowed,"Elizabethtown, Missouri, 12266",26-35,0,0,Young Adult,AGT73468459,Not Renewed,15,71,1,High Risk,1,Churned
POL50777099,Auto,334371,552.62,2021-01-12,2027-03-28,Annually,Terminated,CUST22397471,2266,Long Term,0,Justin Bradshaw,Female,73,"Psychologist, occupational",Divorced,"East Daniellefurt, New Hampshire, 94289",56+,0,1,Senior Adult,AGT33628816,Not Renewed,22,36,0,Medium Risk,0,Churned
POL93547945,Life,46781,686.93,2022-11-18,2025-02-07,Quarterly,Terminated,CUST04561776,812,Medium Term,0,Kimberly Montgomery,Male,48,Company secretary,Single,"New Lance, California, 76014",46-55,0,0,Middle Age,AGT85406800,Pending,45,16,0,Low Risk,0,At Risk
POL07046709,Health,36024,1853.04,2018-09-11,2025-02-24,Quarterly,Active,CUST53665257,2358,Long Term,1,Linda Hamilton,Female,61,Waste management officer,Single,"Nolanshire, Indiana, 78890",56+,0,1,Senior Adult,AGT14631929,Not Renewed,49,29,0,Low Risk,0,Churned
POL21148415,Property,106670,632.96,2023-05-12,2031-08-23,Monthly,Terminated,CUST98992009,3025,Long Term,0,Dillon Cruz,Female,29,Local government officer,Widowed,"Nathanielborough, West Virginia, 71505",26-35,0,0,Young Adult,AGT86149386,Renewed,44,95,1,High Risk,1,Loyal
POL82205448,Auto,129412,1673.14,2015-03-26,2024-07-04,Quarterly,Lapsed,CUST79849439,3388,Long Term,0,Katherine Riley,Male,39,Theatre stage manager,Divorced,"Makaylaberg, North Carolina, 23953",36-45,0,0,Middle Age,AGT79296092,Not Renewed,45,36,0,Medium Risk,0,Churned
POL12315723,Property,390789,1513.34,2017-04-19,2019-05-22,Monthly,Active,CUST54396483,763,Medium Term,1,Lisa Holland,Female,72,Conference centre manager,Divorced,"Lake Edwardburgh, Maine, 06195",56+,0,1,Senior Adult,AGT12463171,Not Renewed,7,44,0,Medium Risk,0,Churned
POL47731308,Life,151544,395.65,2020-09-06,2024-11-26,Monthly,Active,CUST09474103,1542,Long Term,1,Robert Newton,Other,66,Banker,Married,"Jacobshaven, Virginia, 87550",56+,1,1,Senior Adult,AGT11995357,Not Renewed,37,41,0,Medium Risk,0,Churned
POL43397255,Health,133754,154.22,2017-09-08,2023-05-10,Quarterly,Terminated,CUST01185474,2070,Long Term,0,Michael Thornton,Other,85,Information officer,Divorced,"Littleland, Maryland, 65564",56+,0,1,Senior Adult,AGT72297030,Renewed,32,29,0,Low Risk,0,Loyal
POL11204815,Auto,124735,204.52,2020-01-09,2025-06-06,Monthly,Lapsed,CUST56167007,1975,Long Term,0,Whitney Schmidt,Male,74,"Clinical scientist, histocompatibility and immunogenetics",Married,"West Robert, Idaho, 91590",56+,1,1,Senior Adult,AGT20358120,Not Renewed,15,32,0,Medium Risk,0,Churned
POL99143995,Health,368669,144.68,2020-07-31,2026-11-02,Monthly,Lapsed,CUST70239521,2285,Long Term,0,Paul Gill,Other,74,Haematologist,Married,"New Kylemouth, New Jersey, 79156",56+,1,1,Senior Adult,AGT90750525,Not Renewed,26,50,0,Medium Risk,0,Churned
POL26146635,Health,275838,321.71,2016-08-29,2018-01-22,Monthly,Active,CUST48452402,511,Medium Term,1,Christina Love,Male,83,Music therapist,Married,"Pruittbury, Montana, 32114",56+,1,1,Senior Adult,AGT54961098,Renewed,23,16,0,Low Risk,0,Loyal
POL26656861,Life,138326,1402.71,2024-09-13,2030-02-28,Quarterly,Lapsed,CUST93751085,1994,Long Term,0,Charles Smith,Female,85,"Engineer, drilling",Divorced,"Brooksfurt, Tennessee, 73123",56+,0,1,Senior Adult,AGT19894422,Renewed,43,63,0,High Risk,0,Loyal
POL35610268,Health,116291,612.66,2019-12-27,2023-05-30,Annually,Lapsed,CUST78008020,1250,Long Term,0,Elizabeth Vincent,Male,75,Building services engineer,Divorced,"Richardmouth, Maryland, 54859",56+,0,1,Senior Adult,AGT76909046,Not Renewed,43,81,1,High Risk,1,Churned
POL85095212,Health,164189,1084.78,2016-11-10,2023-06-27,Annually,Active,CUST74762381,2420,Long Term,1,Ms. Kimberly Meadows,Male,22,Education administrator,Married,"Hannahchester, Maryland, 22941",18-25,1,0,Young Adult,AGT32696972,Pending,26,52,0,Medium Risk,0,At Risk
POL50064094,Life,432339,823.64,2019-05-26,2029-05-08,Monthly,Terminated,CUST40497767,3635,Long Term,0,Jennifer Roy,Other,81,Theme park manager,Married,"Port Brett, California, 86117",56+,1,1,Senior Adult,AGT99816509,Pending,14,82,1,High Risk,1,At Risk
POL21104754,Property,76260,1384.96,2020-06-25,2030-03-27,Monthly,Terminated,CUST73757395,3562,Long Term,0,Julie Brown,Male,50,Public relations officer,Single,"West Jefferyburgh, Minnesota, 91684",46-55,0,0,Middle Age,AGT54266292,Not Renewed,49,5,0,Low Risk,0,Churned
POL17443101,Life,424710,996.74,2024-03-10,2025-04-04,Quarterly,Terminated,CUST80853586,390,Medium Term,0,Mrs. Patricia Henry,Female,78,Dancer,Widowed,"East Erinberg, West Virginia, 10885",56+,0,1,Senior Adult,AGT45051677,Not Renewed,5,96,1,High Risk,1,Churned
POL13777499,Health,272922,343.2,2021-06-30,2024-09-07,Annually,Active,CUST94275292,1165,Long Term,1,Marc Francis,Female,54,Chiropodist,Divorced,"Charleneburgh, Florida, 48683",46-55,0,0,Senior Adult,AGT78263439,Renewed,48,2,0,Low Risk,0,Loyal
POL64793827,Life,238235,1656.4,2019-01-31,2021-09-21,Monthly,Active,CUST09278133,964,Medium Term,1,Tyler Fritz,Male,76,Chartered legal executive (England and Wales),Widowed,"North Stephen, Alaska, 63157",56+,0,1,Senior Adult,AGT59897337,Renewed,47,21,0,Low Risk,0,Loyal
POL04297854,Property,376917,1111.15,2020-08-20,2029-12-07,Monthly,Lapsed,CUST24392889,3396,Long Term,0,Mrs. Erica Murphy MD,Other,41,Accommodation manager,Widowed,"Lake Debra, South Dakota, 24952",36-45,0,0,Middle Age,AGT84213331,Pending,50,41,0,Medium Risk,0,At Risk
POL25054429,Property,338954,820.99,2015-07-02,2022-09-06,Annually,Active,CUST52334519,2623,Long Term,1,Holly Jones,Male,72,"Designer, multimedia",Divorced,"Lake Melaniehaven, Iowa, 90116",56+,0,1,Senior Adult,AGT40449378,Not Renewed,1,72,1,High Risk,1,Churned
POL83519950,Property,323441,1832.8,2015-08-14,2025-04-07,Quarterly,Terminated,CUST26015722,3524,Long Term,0,James White,Female,60,"Engineer, production",Married,"Holtmouth, Michigan, 56019",56+,1,1,Senior Adult,AGT43268338,Not Renewed,7,8,0,Low Risk,0,Churned
POL01371032,Life,349012,731.27,2023-11-12,2033-08-06,Quarterly,Terminated,CUST63174810,3555,Long Term,0,Ryan Barton,Female,43,Call centre manager,Married,"Port David, Maine, 61366",36-45,1,0,Middle Age,AGT53675858,Pending,39,7,0,Low Risk,0,At Risk
POL73793836,Life,388832,1602.02,2015-03-29,2020-09-10,Annually,Lapsed,CUST60349469,1992,Long Term,0,Tammy George,Male,36,Land/geomatics surveyor,Divorced,"North Tami, Nevada, 71519",36-45,0,0,Middle Age,AGT98835382,Not Renewed,50,20,0,Low Risk,0,Churned
POL96932553,Life,118535,805.62,2017-10-10,2019-01-23,Monthly,Terminated,CUST34385565,470,Medium Term,0,James Henderson,Female,28,Animator,Married,"South Carl, Michigan, 70183",26-35,1,0,Young Adult,AGT93407074,Pending,28,16,0,Low Risk,0,At Risk
POL28853856,Life,142803,1928.8,2022-04-04,2025-10-23,Monthly,Active,CUST72652198,1298,Long Term,1,Mark Harris,Female,85,Purchasing manager,Married,"East Kelly, Kansas, 97709",56+,1,1,Senior Adult,AGT00348040,Renewed,39,81,1,High Risk,1,Loyal
POL65042207,Property,239026,1460.75,2020-10-16,2028-04-16,Monthly,Active,CUST40045796,2739,Long Term,1,James Tran,Male,43,Web designer,Married,"South Cody, Colorado, 75584",36-45,1,0,Middle Age,AGT13144167,Not Renewed,17,53,0,Medium Risk,0,Churned
POL94939680,Health,462424,137.57,2023-08-02,2025-01-07,Monthly,Terminated,CUST10853720,524,Medium Term,0,Mrs. Susan Jarvis,Male,34,Sales promotion account executive,Divorced,"Diazside, South Carolina, 74562",26-35,0,0,Middle Age,AGT49460453,Pending,8,14,0,Low Risk,0,At Risk
POL31533848,Health,266312,471.86,2015-05-22,2022-08-22,Annually,Active,CUST94483327,2649,Long Term,1,Phillip Alvarez,Male,59,Special educational needs teacher,Married,"Livingstonmouth, Maine, 15875",56+,1,0,Senior Adult,AGT62996888,Renewed,46,8,0,Low Risk,0,Loyal
POL06413142,Property,35387,368.87,2015-04-18,2020-06-04,Quarterly,Lapsed,CUST09520022,1874,Long Term,0,Darrell Pena,Male,34,Administrator,Divorced,"Port Sarahburgh, Wisconsin, 51659",26-35,0,0,Middle Age,AGT26125144,Renewed,48,71,1,High Risk,1,Loyal
POL28065491,Property,186104,864.39,2017-05-11,2021-12-16,Monthly,Lapsed,CUST63233311,1680,Long Term,0,Melissa Taylor,Female,73,Trade union research officer,Divorced,"West Jeffreyshire, Washington, 06989",56+,0,1,Senior Adult,AGT69985119,Renewed,39,91,1,High Risk,1,Loyal
POL98433170,Auto,33114,453.66,2022-02-07,2024-09-17,Annually,Active,CUST83535400,953,Medium Term,1,Caleb Wright,Female,53,Insurance claims handler,Married,"West Thomas, Indiana, 93748",46-55,1,0,Senior Adult,AGT33383010,Renewed,19,20,0,Low Risk,0,Loyal
POL73294320,Auto,283030,1725.1,2015-11-15,2017-03-20,Monthly,Terminated,CUST60130955,491,Medium Term,0,Richard Mendez,Female,27,Microbiologist,Divorced,"Thompsonchester, Maine, 26093",26-35,0,0,Young Adult,AGT82813977,Renewed,4,33,0,Medium Risk,0,Loyal
POL14657611,Property,483029,1752.28,2017-11-15,2023-04-10,Quarterly,Lapsed,CUST95624970,1972,Long Term,0,Tony Perry,Other,53,"Biochemist, clinical",Divorced,"Lake Arthur, New Hampshire, 23136",46-55,0,0,Senior Adult,AGT42300781,Renewed,19,21,0,Low Risk,0,Loyal
POL58974752,Property,237596,726.81,2022-12-21,2026-12-14,Annually,Active,CUST38365918,1454,Long Term,1,Joseph Escobar,Female,64,Immunologist,Married,"Tracyshire, Florida, 04885",56+,1,1,Senior Adult,AGT75504303,Renewed,12,43,0,Medium Risk,0,Loyal
POL89482669,Health,330562,1679.97,2018-11-14,2020-10-10,Monthly,Terminated,CUST84108163,696,Medium Term,0,Marisa Ward,Other,32,"Scientist, water quality",Widowed,"Scottside, Utah, 95921",26-35,0,0,Middle Age,AGT03747643,Pending,18,58,0,Medium Risk,0,At Risk
POL08716825,Health,448483,771.08,2016-09-13,2018-06-12,Quarterly,Active,CUST58545735,637,Medium Term,1,Rebekah Sloan,Other,45,Osteopath,Married,"Rachelmouth, South Dakota, 66241",36-45,1,0,Middle Age,AGT93944947,Pending,26,16,0,Low Risk,0,At Risk
POL19720600,Life,281257,1952.89,2022-11-04,2031-11-04,Quarterly,Terminated,CUST25075822,3287,Long Term,0,Christopher Leonard,Male,28,"Scientist, water quality",Married,"Lake Andrew, Arizona, 53240",26-35,1,0,Young Adult,AGT80747820,Renewed,13,27,0,Low Risk,0,Loyal
POL16699537,Auto,312641,1023.37,2022-12-02,2025-04-25,Monthly,Terminated,CUST97427667,875,Medium Term,0,Cody Mitchell,Other,65,Newspaper journalist,Single,"Aguilarside, New Hampshire, 23503",56+,0,1,Senior Adult,AGT84071940,Renewed,47,8,0,Low Risk,0,Loyal
POL26365674,Life,315732,1003.84,2023-12-02,2026-07-16,Quarterly,Terminated,CUST50521862,957,Medium Term,0,Victor Cohen,Male,63,Tax inspector,Married,"Kevinview, Idaho, 97776",56+,1,1,Senior Adult,AGT42157835,Renewed,32,73,1,High Risk,1,Loyal
POL86711709,Health,360716,845.05,2020-02-13,2029-10-11,Quarterly,Terminated,CUST87543401,3528,Long Term,0,Sandra Rodriguez,Other,27,Public relations account executive,Divorced,"Schneiderbury, Hawaii, 19316",26-35,0,0,Young Adult,AGT83682172,Renewed,16,13,0,Low Risk,0,Loyal
POL29474046,Auto,143838,992.73,2022-05-13,2028-10-06,Annually,Lapsed,CUST43290947,2338,Long Term,0,Barbara Ramos,Male,53,"Librarian, academic",Single,"Rachelberg, Montana, 16264",46-55,0,0,Senior Adult,AGT21577486,Pending,8,89,1,High Risk,1,At Risk
POL45601263,Auto,322907,1115.8,2015-10-17,2019-04-20,Monthly,Lapsed,CUST88564180,1281,Long Term,0,David Miranda,Female,51,Location manager,Divorced,"New Jennifer, Georgia, 08737",46-55,0,0,Senior Adult,AGT65227362,Not Renewed,29,94,1,High Risk,1,Churned
POL61565872,Property,308673,1813.59,2015-06-04,2023-09-01,Annually,Terminated,CUST74326403,3011,Long Term,0,Susan Nichols,Other,37,"Scientist, water quality",Divorced,"North Virginiamouth, Wyoming, 05071",36-45,0,0,Middle Age,AGT63379384,Renewed,45,42,0,Medium Risk,0,Loyal
POL52327651,Auto,203894,974.62,2017-01-13,2018-09-27,Quarterly,Terminated,CUST96220731,622,Medium Term,0,Erika Bass,Male,65,Historic buildings inspector/conservation officer,Single,"Browningfort, Alaska, 02622",56+,0,1,Senior Adult,AGT87671508,Pending,50,17,0,Low Risk,0,At Risk
POL40589612,Property,259130,1309.5,2017-08-14,2023-05-05,Quarterly,Active,CUST19050438,2090,Long Term,1,Dustin Atkins,Female,61,Actuary,Single,"South Jorge, South Carolina, 38740",56+,0,1,Senior Adult,AGT36122798,Not Renewed,17,79,1,High Risk,1,Churned
POL72673699,Auto,147649,1822.91,2022-05-13,2026-07-07,Monthly,Active,CUST87659219,1516,Long Term,1,Justin Horn,Female,74,"Investment banker, operational",Widowed,"Bryantberg, New York, 63961",56+,0,1,Senior Adult,AGT97371857,Not Renewed,48,87,1,High Risk,1,Churned
POL86347307,Life,91932,923.84,2020-08-03,2025-07-19,Quarterly,Terminated,CUST70768869,1811,Long Term,0,Nicole Hester,Other,39,Electronics engineer,Single,"Port Benjaminview, Kansas, 16645",36-45,0,0,Middle Age,AGT30749142,Pending,6,10,0,Low Risk,0,At Risk
POL74599769,Life,475179,622.45,2019-12-29,2029-03-18,Quarterly,Active,CUST10059686,3367,Long Term,1,Kevin Mendoza,Other,25,Proofreader,Divorced,"Maynardport, Oregon, 12035",18-25,0,0,Young Adult,AGT36739708,Not Renewed,46,45,0,Medium Risk,0,Churned
POL02256240,Auto,240401,585.17,2020-10-17,2023-04-05,Quarterly,Active,CUST24107438,900,Medium Term,1,Kathryn Parker,Female,43,"Buyer, retail",Married,"Underwoodbury, Vermont, 61718",36-45,1,0,Middle Age,AGT60340010,Not Renewed,43,30,0,Low Risk,0,Churned
POL02002771,Health,239634,1599.3,2020-09-30,2027-10-24,Annually,Lapsed,CUST69731138,2580,Long Term,0,John Thornton,Other,23,"Engineer, electrical",Divorced,"Lake Tracieview, Wisconsin, 01778",18-25,0,0,Young Adult,AGT06980160,Not Renewed,13,93,1,High Risk,1,Churned
POL43561258,Auto,31875,975.87,2016-02-07,2023-03-08,Annually,Active,CUST80257562,2586,Long Term,1,Harold Davis,Female,66,Theatre director,Widowed,"Port Christina, Pennsylvania, 74646",56+,0,1,Senior Adult,AGT86029376,Renewed,32,69,0,High Risk,0,Loyal
POL83865881,Health,350959,603.87,2020-05-10,2024-01-20,Quarterly,Terminated,CUST96661441,1350,Long Term,0,Shannon Burke,Male,43,Research scientist (medical),Married,"Terryton, Rhode Island, 25247",36-45,1,0,Middle Age,AGT61857989,Not Renewed,46,96,1,High Risk,1,Churned
POL91395324,Property,332486,933.6,2018-01-16,2022-07-10,Quarterly,Active,CUST11944824,1636,Long Term,1,John Little,Female,72,Commercial art gallery manager,Married,"Whiteshire, Virginia, 51546",56+,1,1,Senior Adult,AGT65044560,Renewed,15,36,0,Medium Risk,0,Loyal
POL86285298,Health,195869,786.5,2024-11-15,2031-05-01,Monthly,Lapsed,CUST93655605,2358,Long Term,0,Heather Hammond,Female,55,Hospital pharmacist,Single,"Richardville, Alabama, 83286",46-55,0,0,Senior Adult,AGT74553166,Not Renewed,32,77,1,High Risk,1,Churned
POL86723130,Life,383574,915.35,2018-12-11,2028-08-21,Monthly,Lapsed,CUST09537081,3541,Long Term,0,Jessica Wilson,Male,73,Product designer,Married,"New Curtis, Mississippi, 96166",56+,1,1,Senior Adult,AGT65406446,Renewed,11,4,0,Low Risk,0,Loyal
POL32900389,Life,173919,1393.0,2024-01-02,2029-07-05,Quarterly,Terminated,CUST25676469,2011,Long Term,0,Kristin Walker,Male,33,"Surveyor, hydrographic",Widowed,"Harrisonburgh, Arizona, 81960",26-35,0,0,Middle Age,AGT02801413,Renewed,32,69,0,High Risk,0,Loyal
POL90610731,Health,355440,1268.27,2018-01-10,2023-10-28,Annually,Lapsed,CUST33290834,2117,Long Term,0,Terri Edwards,Other,84,Community pharmacist,Married,"Robertside, Oklahoma, 46722",56+,1,1,Senior Adult,AGT03963358,Not Renewed,35,27,0,Low Risk,0,Churned
POL85757109,Health,482681,1351.18,2021-05-15,2023-05-31,Annually,Terminated,CUST05516743,746,Medium Term,0,Michael Clark,Male,75,Garment/textile technologist,Widowed,"South Matthewborough, Delaware, 31239",56+,0,1,Senior Adult,AGT24601217,Pending,13,95,1,High Risk,1,At Risk
POL11989725,Auto,193038,1237.43,2022-01-18,2026-08-06,Quarterly,Lapsed,CUST63815413,1661,Long Term,0,Darren Smith,Female,43,Make,Widowed,"Lake Mackenzie, North Dakota, 49091",36-45,0,0,Middle Age,AGT75655739,Pending,1,10,0,Low Risk,0,At Risk
